title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
Przestronne 3-pok. mieszkanie, 2 balkony;ul. Jurija Gagarina, Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;950000;3;75.20;1;2;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2013;blok;plastikowe;False
4-pokojowe mieszkanie 124m2 + 2 loggie;ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;2573000;4;124.33;10;10;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
OKAZJA! 3M balkon+garaż | budynek z 2017r;Sołtysowice, Psie Pole, Wrocław, dolnośląskie;744000;3;62.00;2;4;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2017;blok;plastikowe;True
2 niezależne pokoje | Oddzielna kuchnia;ul. Marchewkowa, Klecina, Krzyki, Wrocław, dolnośląskie;545300;2;42.52;3;4;500;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2003;blok;;False
Umeblowane 50m2 do zamieszkania, z garażem;ul. Małopolska, Leśnica, Fabryczna, Wrocław, dolnośląskie;624000;2;50.07;parter;2;;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2016;;plastikowe;False
2059/7232/OMS;ul. gen. Antoniego Madalińskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;740700;2;40.04;parter;7;570;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;blok;;True
2 pokoje | Balkon | Miejsce Parkingowe;ul. Marchewkowa, Wojszyce, Krzyki, Wrocław, dolnośląskie;489000;2;39.22;4;4;400;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2000;blok;;False
3 pok. |Piwnica | Balkon | ok.3,5km od Rynk;ul. Popowicka, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;650000;3;53.00;2;4;600;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1980;blok;plastikowe;False
5-pokojowe mieszkanie 89m2 + ogródek;ul. Konduktorska, Jagodno, Krzyki, Wrocław, dolnośląskie;;5;89.76;parter;1;;;pełna własność;do wykończenia;taras, ogródek;;;;;;;;
3M na zielonych Maślicach;Zawidowska, Maślice, Fabryczna, Wrocław, dolnośląskie;639000;3;57.00;parter;2;600;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;blok;plastikowe;True
5-pokojowe mieszkanie 149m2 + 2 tarasy;Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;2448999;5;149.46;5;5;;;pełna własność;do wykończenia;taras, balkon;garaż/miejsce parkingowe;;;;;;;
Przestronne mieszkanie z dwoma balkonami;ul. Przejazdowa, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;918000;3;67.59;1;3;675;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2020;;plastikowe;False
Funkcjonalne mieszkanie z balkonem na Zakrzowie;ul. Wilanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;560000;2;47.70;3;4;740;;;do zamieszkania;balkon;;;wtórny;biuro nieruchomości ;1985;;plastikowe;False
1-pokojowe mieszkanie 41m2 + balkon;ul. Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;757268;1;41.10;3;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Mieszkanie 2 pokojowe w atrakcyjnej lokalizacji;Bulwar kard. Stefana Wyszyńskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;525000;2;36.03;3;4;650;;pełna własność;;;;;wtórny;biuro nieruchomości ;1970;;plastikowe;False
2-pokojowe, zamknięte osiedle, balkon, garaż;ul. Antonia Vivaldiego, Jagodno, Krzyki, Wrocław, dolnośląskie;639000;2;49.60;2;3;;B;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2012;blok;plastikowe;True
Studio | Okolice PKP | T. Zielińskiego;ul. Tadeusza Zielińskiego, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;540000;1;36.00;4;5;680;;;;;;miejskie;wtórny;biuro nieruchomości ;1970;blok;;False
✅OGRÓDEK✅| NajlepszaCENA | Sprawdź|Ostatnie | HIT!;ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie;399000;2;43.43;parter;;;;pełna własność;;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;False
✅TARAS✅| NajlepszaCENA | Sprawdź|Ostatnie | HIT!;ul. Marca Polo, Swojczyce, Psie Pole, Wrocław, dolnośląskie;1131724;4;79.80;parter;;;;pełna własność;;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
NOWY ETAP|Ostatnie takie Mieszkania|HIT|Sprawdź!!;ul. Woskowa, Brochów, Krzyki, Wrocław, dolnośląskie;357550;2;30.43;parter;;;;pełna własność;;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
PROMOCJA | Piękny i duży Ogródek|OSTATNIE|Sprawdź!;ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie;575732;4;68.95;parter;;;;pełna własność;;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;False
3-pokojowe mieszkanie 48m2 + loggia Bez Prowizji;Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;714000;3;48.98;1;5;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
OSTATNIE|NajlepszaCena|promocja|NowaInwestycja|HIT;ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie;480424;3;59.68;1;;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;False
Apartament oltaszyn premium /54m2;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;719999;2;54.00;2;3;420;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;2010;blok;;True
3-pokojowy apartament 65m2 + balkon;ul. Bernardyńska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;;3;65.29;4;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Kawalerka | Park Grabiszyński | Uniwersytet;ul. Inżynierska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;339000;1;20.00;4;4;370;;spółdzielcze wł. prawo do lokalu;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;False
ul. Herbsta|Klimatyzacje|Duży balkon|Garaż x2;ul. Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;779000;3;63.00;3;6;815;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2019;apartamentowiec;plastikowe;True
Mieszkanie inwestycyjne 6pok Nadodrze ROI 8,1%;ul. Franklina Delano Roosevelta, Nadodrze, Śródmieście, Wrocław, dolnośląskie;847000;6;106.00;4;;499;;pełna własność;do zamieszkania;;;elektryczne;wtórny;prywatny;;kamienica;plastikowe;False
4-pokojowe mieszkanie 71m2 + balkon;Danuty Siedzikówny, Zawidawie, Psie Pole, Wrocław, dolnośląskie;;4;71.07;1;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
5-pokojowe mieszkanie 175m2 + 2 loggie;ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;;5;175.81;10+;17;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
1-pokojowe mieszkanie 30m2 + balkon;ul. Kazimierza Michalczyka, Nadodrze, Śródmieście, Wrocław, dolnośląskie;505000;1;30.96;6;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Kawalerka w sąsiedztwie Rynku i Ostrowa Tumskiego;ul. Trzebnicka, Nadodrze, Śródmieście, Wrocław, dolnośląskie;594125;1;33.95;2;5;250;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;;elektryczne;wtórny;prywatny;;kamienica;plastikowe;False
2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji;Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;654000;2;46.46;4;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Mieszkanie 2-pokoje, centrum, media miejskie;ul. gen. Jana Henryka Dąbrowskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;559900;2;49.96;3;5;;;pełna własność;do wykończenia;balkon;;;wtórny;biuro nieruchomości ;1963;;plastikowe;False
Mieszkanie Traugutta, 96m, nowe ogrzewanie i okna;ul. gen. Romualda Traugutta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;1100000;3;96.00;1;5;350;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;gazowe;wtórny;prywatny;1889;kamienica;plastikowe;False
3-pokojowe mieszkanie 50m2 + taras Bezpośrednio;Bakaliowe, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;575016;3;50.44;1;1;;;pełna własność;do wykończenia;taras, balkon;;;;;;;;
1-pokojowe mieszkanie 37m2 + balkon Bez Prowizji;ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;674000;1;37.13;1;10;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
1-pokojowe mieszkanie 25m2 + taras Bez Prowizji;ul. Piwna, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;;1;25.72;7;7;;;pełna własność;do wykończenia;taras;;;;;;;;
2-pokojowe mieszkanie 43m2 + balkon Bezpośrednio;ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;556203;2;43.83;1;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3 pok./osobna kuchnia/Wrocław Leśnica;Leśnica, Fabryczna, Wrocław, dolnośląskie;670000;3;59.25;1;2;600;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;gazowe;wtórny;prywatny;2003;blok;plastikowe;False
Mieszkanie do kapitalnego remontu!;ul. Zachodnia 10, Szczepin, Stare Miasto, Wrocław, dolnośląskie;608000;3;62.30;1;16;;;spółdzielcze wł. prawo do lokalu;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
2-pokojowe mieszkanie 41m2 + 2 balkony;Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;739000;2;41.79;4;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
31 piętro Sky Tower zachód słońca!! OKAZJA;Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;2111100;2;70.00;10+;;1;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;;wtórny;prywatny;2012;apartamentowiec;aluminiowe;True
5-pokojowy apartament 241m2 + 8 tarasy;ul. Bernardyńska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;;5;241.31;5;5;;;pełna własność;do wykończenia;taras, balkon;garaż/miejsce parkingowe;;;;;;;
4-pokojowe mieszkanie 80m2 + 2 tarasy;ul. Krakowska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;963843;4;80.12;parter;8;;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;;;;;;;
Luksusowy apartament w sercu Wrocławia 153,5 m2;pl. Jana Pawła II, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;4380000;3;153.50;2;2;1;B;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;deweloper;;apartamentowiec;plastikowe;True
Wykończony dwupoziomowy mikro-apartament, centrum!;ul. Antoniego Słonimskiego, Kleczków, Psie Pole, Wrocław, dolnośląskie;569000;2;43.00;parter;4;750;;;do zamieszkania;taras;;miejskie;pierwotny;deweloper;2023;blok;aluminiowe;True
GreenCity / 3 pok. / 15 min. od centrum;ul. Boiskowa, Brochów, Krzyki, Wrocław, dolnośląskie;;3;53.94;1;2;;;pełna własność;do wykończenia;balkon, ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;deweloper;2023;apartamentowiec;plastikowe;True
Księże Wielkie | mieszkanie 3-pok. | B0;ul. Zagłębiowska, Księże, Krzyki, Wrocław, dolnośląskie;860000;3;71.13;parter;1;;;pełna własność;do wykończenia;taras, ogródek;garaż/miejsce parkingowe;;;;;;;
Promocja cenowa! Tylko do 10.06 | 300 metrów Rynek;ul. Bolesława Drobnera, Nadodrze, Śródmieście, Wrocław, dolnośląskie;639000;2;43.95;3;4;290;;pełna własność;do zamieszkania;;;gazowe;wtórny;prywatny;;kamienica;plastikowe;False
Śródmieście|Rozkładowe|Od zaraz|Balkon|Winda;Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;529000;2;36.00;3;7;500;W trakcie realizacji / Zwolnione;spółdzielcze wł. prawo do lokalu;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1965;blok;plastikowe;True
Okolice ul.Zakładowej Nowe2019/Ogródek/LUX;Kleczków, Psie Pole, Wrocław, dolnośląskie;882000;2;44.13;parter;3;400;;pełna własność;;ogródek;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2019;apartamentowiec;;True
3 pok apartament na Grabiszyńskiej|2 balkony;ul. Grabiszyńska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;1150000;3;72.26;4;6;;;;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2019;apartamentowiec;;False
Sprzedam Mieszkanie;ul. Drukarska, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;650000;3;56.50;2;4;;W trakcie realizacji / Zwolnione;pełna własność;do remontu;;;miejskie;wtórny;prywatny;;blok;plastikowe;False
3-pokojowe mieszkanie 51m2 + loggia;Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;689000;3;51.49;4;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
Okolice ul.Stabłowickiej Nowe2022/Balkon/Park;Leśnica, Fabryczna, Wrocław, dolnośląskie;625000;2;39.20;1;4;500;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2022;apartamentowiec;;True
2-pokojowe mieszkanie 47m2 + balkon Bezpośrednio;ul. Dusznicka, Gaj, Krzyki, Wrocław, dolnośląskie;798504;2;47.53;2;3;;;pełna własność;do wykończenia;balkon;;;;;;;;
2-pokojowe mieszkanie 41m2 + balkon Bezpośrednio;ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie;592543;2;41.90;3;3;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Sprzedam przytulna kawalerka w apartamentowcu.;ul. Bolesława Krzywoustego, Karłowice, Psie Pole, Wrocław, dolnośląskie;430000;1;26.00;2;5;600;A+;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;prywatny;2005;blok;plastikowe;False
Centrum/1.piętro/Rozkładowe/Od zaraz;Miarki/Wyszyńskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;599000;2;50.25;1;4;450;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1905;kamienica;plastikowe;False
Ekskluzywana nieruchomość /Spa/ Centrum /Nad rzeką;ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;999000;2;56.50;2;8;890;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
23% VAT, gotowe do wprowadzenia, super lokalizacja;ul. Krakowska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;805000;2;42.31;6;10;;;pełna własność;do zamieszkania;taras;;miejskie;wtórny;prywatny;2021;apartamentowiec;plastikowe;False
Bezpośrednio! Wrocław ul. Partynicka Krzyki 65 m2;ul. Partynicka, Krzyki, Krzyki, Wrocław, dolnośląskie;795000;3;65.00;3;3;600;;pełna własność;do zamieszkania;balkon;;kotłownia;wtórny;prywatny;2004;blok;plastikowe;False
Wyjątkowe, 2-pokojowe mieszkanie w centrum miasta;ul. Wincentego Stysia, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;600000;2;47.00;3;4;;;pełna własność;do zamieszkania;;;miejskie;wtórny;prywatny;1971;blok;plastikowe;False
Mieszkanie TOSCOM ul. Nyska, osiedle z siłownią;ul. Nyska, Tarnogaj, Krzyki, Wrocław, dolnośląskie;809199;3;57.39;2;9;650;A;pełna własność;do zamieszkania;balkon;;;wtórny;prywatny;2020;blok;plastikowe;True
Idealne dla Rodzin Szukających Przestrzeni.;ul. Jerzego Bajana, Gądów, Fabryczna, Wrocław, dolnośląskie;799000;3;65.50;9;9;;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1987;blok;plastikowe;True
3-pokojowe mieszkanie 100m2 + 2 loggie;ul. Jedności Narodowej, Ołbin, Śródmieście, Wrocław, dolnośląskie;;3;100.10;7;7;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
Apartament w pięknej scenerii pola golfowego !!!;Karłowice, Psie Pole, Wrocław, dolnośląskie;915000;2;82.83;parter;2;1;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;elektryczne;wtórny;biuro nieruchomości ;2012;apartamentowiec;drewniane;True
KAWALERKA_idealna na start_pod inwestycję|ZIELEŃ;Tarnogaj, Krzyki, Wrocław, dolnośląskie;435000;1;29.00;2;4;205;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;elektryczne;wtórny;biuro nieruchomości ;1925;kamienica;plastikowe;False
MIESZKANIE W CENTRUM Z WIDOKIEM NA PL. NOWY TARG;pl. Nowy Targ, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;636000;3;42.70;3;5;695;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1962;blok;plastikowe;False
Mieszkanie, 30,25 m², Wrocław;Szczepin, Stare Miasto, Wrocław, dolnośląskie;460000;2;30.25;4;4;;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1975;blok;plastikowe;False
3-pokojowe mieszkanie 92m2 + taras Bez Prowizji;al. Jana Kasprowicza, Karłowice, Psie Pole, Wrocław, dolnośląskie;1674582;3;92.01;2;2;;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;;;;;;;
ładne/ nowe 2 pokojowe mieszkanie z ogródkiem;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;520000;2;37.03;parter;6;;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;prywatny;2025;;;True
Kawalerka suteryna 32 m2 haukego bossaka gal. Domi;ul. gen. Józefa Haukego-Bosaka, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;430000;1;32.00;suterena;4;250;W trakcie realizacji / Zwolnione;pełna własność;do zamieszkania;;;elektryczne;wtórny;prywatny;1900;kamienica;plastikowe;False
3-pokojowe mieszkanie, Wrocław, ul. Żeromskiego;ul. Stefana Żeromskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;664350;3;64.52;2;4;;;;;;;;wtórny;biuro nieruchomości ;;;;False
Olimpia Port-przy rzece. Wykończony I MP I Taras I;Vespucciego, Swojczyce, Psie Pole, Wrocław, dolnośląskie;1359000;3;68.00;1;3;900;A+;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2023;blok;plastikowe;True
Książe Wielkie/2 pokoje/zielona okolica;Księże, Krzyki, Wrocław, dolnośląskie;550000;2;38.00;1;3;500;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;2011;;;False
lokale pod INWESTYCJE odliczVAT CENA netto 333 69;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;410449;1;29.00;2;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
Monitoring, ochrona, rozkład wysoki standard;ul. Antonia Vivaldiego, Jagodno, Krzyki, Wrocław, dolnośląskie;980000;3;73.10;parter;2;700;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2006;blok;plastikowe;False
WYSOKI STANDARD/38m2/2pokoje/Promenady Wrocławskie;Promenady Wrocławskie, Kleczków, Psie Pole, Wrocław, dolnośląskie;629000;2;38.50;3;5;450;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2017;blok;plastikowe;True
2pokojowe, gotowe, wykończone pod klucz.;ul. Braterska, Krzyki, Krzyki, Wrocław, dolnośląskie;518176;2;32.50;4;4;500;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
35M2 OSOBNA KUCHNIA BALKON MEDIA MIEJSKIE WINDA !!;ul. Gubińska, Nowy Dwór, Fabryczna, Wrocław, dolnośląskie;440000;2;35.00;9;15;460;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1985;blok;;True
2-pokojowe mieszkanie 52m2 + balkon Bezpośrednio;ul. Romana Dmowskiego, Nadodrze, Śródmieście, Wrocław, dolnośląskie;;2;52.93;6;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 101m2 + taras Bezpośrednio;Kajdasza, Jagodno, Krzyki, Wrocław, dolnośląskie;;3;101.55;3;3;;;pełna własność;do wykończenia;taras, balkon;garaż/miejsce parkingowe;;;;;;;
Rodzinne mieszkanie z przestrzennym balkonem;Gądów, Fabryczna, Wrocław, dolnośląskie;699000;3;62.00;2;10;750;W trakcie realizacji / Zwolnione;spółdzielcze wł. prawo do lokalu;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1992;blok;plastikowe;True
Pełen Pakiet W Centrum - Parking, Balkon, Piwnica!;ul. Ciepła, Huby, Krzyki, Wrocław, dolnośląskie;745000;3;64.70;3;5;;;;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1988;blok;plastikowe;False
